,category,text
191,business,washington-based economic policy institute tends critical president looks possible fault lines. decline dollar warning sign current economic trends continue. recall news footage angry farmers driving heavy equipment capitol late 1970s. extent increases areas inevitable. savings health care spending come expense health achieved wholesale reform entire public private. brute force budget cuts spending caps ill-serve nation s elderly indigent. rearranging hold people harmless focus pain relatively high incomes. moderate deficits slowly rising federal debt sustained indefinitely.
192,politics,blair said stand tony blair promised gordon brown stand election new book chancellor claims. prime minister changed mind following intervention allies cabinet according book. book sunday telegraph journalist robert peston said pair mutual animosity contempt other. welfare minister frank field mp criticised reported rivalry pair gmtv s sunday programme.
193,business,german exchange said held constructive professional friendly talks lse. speculation mounting germans raise bid £1.5bn.
194,tech,gizmondo gadget hits shelves gizmondo combined media player phone gaming gadget goes sale saturday. nintendo s ds handheld went sale 11 march priced £99 costs far gizmondo. ready pool fans earlier nintendo handhelds draw on. crams fully functional phone gadget plays games.
195,politics,lucy 36 tracked mr pound birth mother told known precious school. despite told nutter died sea reference mr pound friends reunited. pretty horrible thing pretty happy ending.
196,entertainment,pictures sale works roy lichtenstein andy warhol henri matisse. sale versace s furniture artworks sold 2001fetched £5.5m ($10.3m).
197,politics,flagship pledge replace council tax local income tax. looking coming elections expected held 5 mr davey said: going winning votes winning seats.
198,tech,portable playstation ready sony s playstation portable (psp) sale japan 12 december. gran turismo 4 playstation 2 expected released japan usa year. 6 500 stores plan open midnight tuesday 9 november game s release.
199,business,introduction chip pin cards tightened security transactions high street. seen 22% uplift card-not-present fraud uk... start year. 34% said received replacement cards necessary chip technology card providers.
200,sport,second british woman land title after- sally gunnell won world 400m hurdles win 1993.
201,business,firm international spotlight year signing deal buy pc division personal pioneer ibm. lenovo s profit months december hk$327m (us$42m; £22m) 1% year before. reports possibility investigation risk sent lenovo s shares 6% late january.
202,sport,s loss (to milan) worse t quality bring ferguson said. ability puts big shout major decision. soon knew playing milan got excited. looking draw s trophy chance.
203,tech,gigapixel picture largest digital panoramic photo world created researchers netherlands. 600 component pictures taken july 2004 computer-controlled camera 400 mm lens. stitching process automatically powerful pcs days.
204,entertainment,honour awarded 1986 honours figures cinema festival feels particularly indebted . man man historical epic starring kristin scott thomas opens german festival 10 february.
205,business,fiat comment matter unions new engines gm australia. alfa romeo models bought six-cylinder engine - 147 156 156 sportwagon 166 gtv gt spider.
206,politics,vincent cable says households struggle debt worsen hike rates unemployment. labour lib dem vote let tories tories lib dems mean higher taxes soft crime laws power europe . s going story think coming general election.
207,politics,blair face trust issue head tony blair says facing issue trust integrity head election campaign. wanted 30 seconds news added. talking policies people understood reason agree said.
208,entertainment,18th century painting remained storage owner agreed allow exhibition. march 2004 tate managed raise £12.5m funding buy portrait owner refused sell held storage since.
209,sport,66-year-old criticised 3000 euros (£2 060) punishment far maximum penalty. aragones insists fine unjustified unfair. spain s anti-violence commission ratify spanish fa s decision week announce verdict.
